Z	Integral
209100	88996750
416150	16458890
693646	384653
6630	431324100
72541	259012200
209100	88971700
416150	16301190
693646	302886
6630	432668700
72541	258416200
209100	89178940
416150	16517960
693646	190271
6630	430598900
72541	258812400
209100	89033020
416150	16483120
693646	315317
6630	431608800
72541	258714000
209100	89107730
416150	16426810
693646	291709
6630	431288500
72541	258295100
209100	89303950
416150	16523020
693646	322429
6630	431604400
72541	258734000
209100	89212020
416150	16504870
693646	348331
6630	431728000
72541	258928100
209100	88969200
416150	16421720
693646	332825
6630	428944800
72541	259143100
209100	89305540
416150	16533580
693646	312397
6630	429627600
72541	258960400
209100	89514590
416150	16430990
693646	317898
6630	431254000
72541	258427800
209100	89584670
416150	16473880
693646	247670
6630	430300100
72541	259198600
209100	89045710
416150	16520430
693646	281630
6630	430291800
72541	259124900
209100	89044090
416150	16606720
693646	439460
6630	431087300
72541	258800600
209100	89380950
416150	16492470
693646	351808
6630	430536500
72541	259927000
209100	89863390
416150	16482120
693646	271463
6630	432133000
72541	258612900
209100	89454000
416150	16628940
693646	416258
6630	430600700
72541	258750000
209100	89365980
416150	16666820
693646	368072
6630	430366700
72541	258352600
209100	89244700
416150	16679170
693646	462903
6630	429917800
72541	258228100
209100	89123810
416150	16766780
693646	374915
6630	430574100
72541	258897200
209100	89386900
416150	16609040
693646	349028
6630	428963800
72541	258905900
209100	89477440
416150	16606350
693646	256703
6630	429388500
72541	258267100
209100	89319660
416150	16630750
693646	331967
6630	429889700
72541	258519800
209100	89442760
416150	16619300
693646	363166
6630	428828900
72541	258906100
209100	89655480
416150	16739860
693646	470734
6630	429109800
72541	258636900
209100	89396660
416150	16686480
693646	394163
6630	430049800
72541	257397200
209100	89728390
416150	16639280
693646	329663
6630	429320100
72541	258507900
209100	89453590
416150	16687360
693646	417522
6630	428527100
72541	257915500
209100	89764430
416150	16792750
693646	447961
6630	428429000
72541	258501300
209100	89288120
416150	16668960
693646	341744
6630	429507400
72541	258441600
209100	89587270
416150	16733790
693646	339219
6630	427670500
72541	258428000
209100	89716850
416150	16771110
693646	386037
6630	430184400
72541	258790400
209100	89449830
416150	16650310
693646	455067
6630	428346600
72541	258345700
209100	89635750
416150	16776260
693646	436898
6630	429746000
72541	258275800
209100	89602470
416150	16768540
693646	318872
6630	430493200
72541	258488900
209100	89602090
416150	16757560
693646	405406
6630	430109200
72541	257917800
209100	89498030
416150	16787700
693646	425361
6630	428651200
72541	259651900
209100	89709510
416150	16724890
693646	395382
6630	428918100
72541	259727000
209100	89650060
416150	16850240
693646	453593
6630	429364200
72541	258911400
209100	89625050
416150	16781580
693646	283353
6630	428805200
72541	258544100
209100	89833240
416150	16775860
693646	394384
6630	430049800
72541	258633000
209100	90000900
416150	16799460
693646	357016
6630	423988500
72541	259098800
209100	90102760
416150	16808310
693646	393164
6630	429074800
72541	258956800
209100	89787700
416150	16750500
693646	354260
6630	429505600
72541	259184400
209100	89871690
416150	16852400
693646	387620
6630	429858600
72541	258946600
209100	89710940
416150	16760440
693646	390298
6630	428522500
72541	258449900
209100	89940040
416150	16765350
693646	454090
6630	429579700
72541	258882600
209100	89394110
416150	16789570
693646	426632
6630	426683100
72541	258449700
209100	90004570
416150	16847680
693646	420771
6630	427486200
72541	258457300
209100	89676140
416150	16758460
693646	476724
6630	431408200
72541	258769800
209100	89669750
416150	16776480
693646	298241
6630	428805200
72541	259243600
209100	89867950
416150	16725840
693646	429355
6630	428528200
72541	258870800
209100	89562860
416150	16728330
693646	412890
6630	428533100
72541	258910400
209100	89880920
416150	16774070
693646	365752
6630	427440500
72541	259053700
209100	89851770
416150	16654460
693646	353212
6630	428694300
72541	258222600
209100	89557470
416150	16811660
693646	494422
6630	429389200
72541	258029000
209100	89560150
416150	16783830
693646	366828
6630	429035500
72541	258106300
209100	89823180
416150	16792950
693646	399283
6630	428872300
72541	258343400
209100	89744010
416150	16782150
693646	343148
6630	428248300
72541	258534000
209100	89499130
416150	16761590
693646	337785
6630	427527200
72541	258916900
209100	89662510
416150	16756640
693646	411023
6630	428826700
72541	258361400
209100	89558400
416150	16843580
693646	407384
6630	428454000
72541	258323600
209100	89736720
416150	16670620
693646	410847
6630	426394300
72541	258639800
209100	89968120
416150	16778660
693646	293593
6630	429470800
72541	259382400
209100	89747550
416150	16761670
693646	346311
6630	428506600
72541	258646600
209100	89919770
416150	16829850
693646	358080
6630	429052200
72541	257746800
209100	89796100
416150	16767150
693646	325312
6630	426960400
72541	258801900
209100	89654120
416150	16660680
693646	456357
6630	428039400
72541	257767300
209100	89678550
416150	16908040
693646	433543
6630	428011600
72541	257759600
209100	89676340
416150	16804300
693646	372926
6630	428869500
72541	257758800
209100	90002230
416150	16818710
693646	391432
6630	428293500
72541	258524900
209100	89964080
416150	16894880
693646	330748
6630	427868400
72541	258028400
209100	89657620
416150	16768430
693646	495491
6630	428676000
72541	257830600
209100	89792600
416150	16831680
693646	335013
6630	428706100
72541	258497200
209100	89663010
416150	16807610
693646	452254
6630	427425900
72541	258191400
209100	89915530
416150	16716000
693646	359484
6630	428112300
72541	258263300
209100	89903420
416150	16840190
693646	295435
6630	428702500
72541	258763600
209100	89810550
416150	16852120
693646	350115
6630	427860400
72541	258269100
209100	89628460
416150	16783680
693646	413534
6630	427403600
72541	257395200
209100	89583010
416150	16957510
693646	352745
6630	428412900
72541	259027900
209100	89781000
416150	16786340
693646	347936
6630	427577700
72541	258217800
209100	89571940
416150	16796230
693646	384552
6630	427638900
72541	258922500
209100	90007160
416150	16906230
693646	427597
6630	427781400
72541	258726900
209100	89477700
416150	16581640
693646	364963
6630	429429600
72541	257845600
209100	89794270
416150	16742600
693646	331013
6630	428350300
72541	257824200
209100	89767690
416150	16747290
693646	405753
6630	427749100
72541	257767500
209100	89939450
416150	16756290
693646	279141
6630	429379600
72541	258331400
209100	89942360
416150	16845820
693646	365197
6630	427929500
72541	258301100
209100	89772940
416150	16811510
693646	315516
6630	428432800
72541	259117900
209100	90090980
416150	16837310
693646	315445
6630	426728500
72541	257770400
209100	89723450
416150	16932930
693646	276792
6630	430042100
72541	258263900
209100	89663300
416150	16808830
693646	466122
6630	427990000
72541	258356100
209100	89627170
416150	16701970
693646	343602
6630	428052500
72541	258299700
209100	89762950
416150	16907880
693646	378584
6630	429217500
72541	258822000
209100	89849690
416150	16865400
693646	371722
6630	428465000
72541	258603100
209100	89888070
416150	16866870
693646	296826
6630	428291500
72541	258897200
209100	90155560
416150	16904410
693646	274957
6630	427619400
72541	259521200
209100	90041530
416150	16776290
693646	468737
6630	428636700
72541	258348500
209100	89845340
416150	16885810
693646	336193
6630	427946800
72541	259070400
209100	90011580
416150	16922190
693646	299780
6630	427798500
72541	258655800
209100	90101150
416150	16836220
693646	378155
6630	427076400
72541	258278600
209100	90098850
416150	16818800
693646	236162
6630	427569400
72541	258725900
209100	89694000
416150	16843710
693646	433413
6630	426648100
72541	257631100
209100	90060540
416150	16869280
693646	285593
6630	427006600
72541	258370400
209100	90064230
416150	16860620
693646	330895
6630	428617800
72541	257938500
209100	89674140
416150	16991000
693646	363254
6630	428443900
72541	258578600
209100	89982770
416150	16855430
693646	442396
6630	427656100
72541	258666700
209100	89829730
416150	16957280
693646	344139
6630	430410500
72541	258003700
209100	90196660
416150	16819750
693646	341294
6630	428393200
72541	258182100
209100	89905180
416150	16765810
693646	305797
6630	427444400
72541	257893200
209100	90082430
416150	16779470
693646	298541
6630	428369000
72541	258295200
209100	90005790
416150	16802370
693646	313257
6630	426986900
72541	258510000
209100	89836700
416150	16699060
693646	404146
6630	428973100
72541	258843200
209100	90163600
416150	16813440
693646	419525
6630	428326400
72541	258580900
209100	90028980
416150	16695620
693646	443337
6630	430160000
72541	258082000
209100	89805340
416150	16797510
693646	321261
6630	428205600
72541	258649700
209100	89516380
416150	16865990
693646	395757
6630	428318700
72541	257812300
209100	89571780
416150	16830770
693646	377184
6630	429062800
72541	258094700
209100	89944710
416150	16754200
693646	233516
6630	429729300
72541	258448500
209100	89605840
416150	16912520
693646	417288
6630	427455900
72541	257888800
209100	89865680
416150	16834290
693646	352521
6630	429655100
72541	258226300
209100	90060620
416150	16852420
693646	395770
6630	429149800
72541	257684000
209100	90044990
416150	16855130
693646	369928
6630	429256500
72541	258188900
209100	90234770
416150	16834300
693646	289505
6630	429459600
72541	259188500
209100	90136910
416150	16719440
693646	393422
6630	426256700
72541	258019300
209100	89449960
416150	16821810
693646	384609
6630	427787000
72541	258078700
209100	89779230
416150	16892800
693646	400520
6630	427793800
72541	258456400
209100	89851710
416150	16774170
693646	350703
6630	428761300
72541	258037100
209100	90297410
416150	17021220
693646	318986
6630	427702200
72541	258006400
209100	89960870
416150	16880820
693646	446414
6630	428518100
72541	258451200
209100	90289300
416150	16835820
693646	337036
6630	426166300
72541	257097700
209100	89723650
416150	16945880
693646	385987
6630	427519300
72541	258792700
209100	89525830
416150	16839230
693646	410830
6630	427565900
72541	258617000
209100	90084460
416150	16848400
693646	349904
6630	426423900
72541	258171400
209100	90100260
416150	16778640
693646	406150
6630	427690500
72541	258510500
209100	89582920
416150	16834490
693646	310668
6630	426930000
72541	259267500
209100	89691450
416150	16903210
693646	302440
6630	428444300
72541	258019900
209100	90146180
416150	16924500
693646	300514
6630	428514800
72541	259563100
209100	89216240
416150	16803650
693646	374153
6630	426667800
72541	258057500
209100	89671400
416150	16890840
693646	430626
6630	427731700
72541	257497600
209100	89923530
416150	16793400
693646	424453
6630	428717000
72541	258447600
209100	89849260
416150	16784250
693646	349167
6630	427762400
72541	258781800
209100	89986970
416150	16821730
693646	414892
6630	426446000
72541	258866600
209100	89736050
416150	16866640
693646	396752
6630	427840000
72541	257970600
209100	90041770
416150	16821500
693646	356319
6630	428138300
72541	258145200
209100	89940200
416150	16956430
693646	300653
6630	426625800
72541	258332800
209100	90306240
416150	16884690
693646	306516
6630	427341600
72541	257688200
209100	90071460
416150	16915320
693646	358560
6630	429588100
72541	257660500
209100	89868560
416150	16877880
693646	297370
6630	426878500
72541	259286800
209100	90163080
416150	16773520
693646	413470
6630	429408400
72541	258522200
209100	90103670
416150	16686440
693646	345823
6630	427537300
72541	258065900
209100	90436130
416150	16880070
693646	373060
6630	427701900
72541	258921700
209100	89847950
416150	16735830
693646	391279
6630	427507000
72541	258668000
209100	89810930
416150	16818850
693646	371803
6630	428647700
72541	258901400
209100	90246300
416150	16888640
693646	301274
6630	428832100
72541	258693200
209100	89920920
416150	16782370
693646	318453
6630	428355000
72541	258748800
209100	90193860
416150	16904110
693646	369703
6630	428819100
72541	258441100
209100	89974170
416150	16809130
693646	362598
6630	428092400
72541	258958700
209100	89495830
416150	16942780
693646	406836
6630	427335500
72541	257277200
209100	89960960
416150	16932160
693646	388562
6630	427849200
72541	257453500
209100	89947900
416150	16819690
693646	346837
6630	428963300
72541	259089900
209100	90035510
416150	16853710
693646	289099
6630	428223500
72541	258582600
209100	90026100
416150	16828230
693646	248326
6630	427824800
72541	257999700
209100	89956870
416150	16886760
693646	304040
6630	427009300
72541	258434900
209100	89944050
416150	16956850
693646	312375
6630	426773300
72541	258586200
209100	90029850
416150	16718830
693646	411239
6630	428570200
72541	258649300
209100	89864210
416150	16834020
693646	235378
6630	427199500
72541	257999600
209100	90260760
416150	16786490
693646	297808
6630	429590800
72541	258210800
209100	89851820
416150	16714470
693646	329929
6630	428899300
72541	258929400
209100	90158640
416150	16814000
693646	367279
6630	430754700
72541	259141500
209100	90085030
416150	16902410
693646	371646
6630	426114800
72541	259042000
209100	90034420
416150	16806210
693646	273499
6630	428889300
72541	258645700
209100	89637850
416150	16669990
693646	366380
6630	428089000
72541	257873100
209100	89987830
416150	16935830
693646	294601
6630	428595100
72541	258998700
209100	89891680
416150	16888370
693646	438855
6630	430271300
72541	258484500
209100	90059840
416150	16850960
693646	311867
6630	428148600
72541	259089200
209100	90012940
416150	16754610
693646	264521
6630	429169800
72541	257995900
209100	89742910
416150	16901950
693646	370277
6630	427759600
72541	258865600
209100	90068820
416150	16825560
693646	305429
6630	428351100
72541	258563600
209100	90298160
416150	16780510
693646	344681
6630	427730500
72541	258604300
209100	90231600
416150	16801500
693646	224149
6630	429058200
72541	258975700
209100	89764820
416150	16889710
693646	391550
6630	429467200
72541	258966500
209100	90311220
416150	16861790
693646	243243
6630	429310800
72541	259583900
209100	90313380
416150	16799750
693646	256244
6630	427863500
72541	259029300
209100	90044100
416150	16859760
693646	352112
6630	428794400
72541	259813800
209100	89726520
416150	16873720
693646	368421
6630	429867000
72541	258923200
209100	90222940
416150	16764110
693646	273037
6630	429687200
72541	258836100
209100	90169380
416150	16930040
693646	292979
6630	429831800
72541	258998200
209100	90163710
416150	16863920
693646	284945
6630	429403300
72541	259708900
209100	90232660
416150	16754100
693646	303337
6630	429544200
72541	258729700
209100	90307530
416150	16750590
693646	327636
6630	429377200
72541	259014400
209100	90058620
416150	16878590
693646	279958
6630	430725600
72541	258983300
209100	90437800
416150	16824880
693646	400732
6630	429151900
72541	258348900
209100	90127100
416150	16913130
693646	322967
6630	428726600
72541	259455200
209100	90297980
416150	16816550
693646	266795
6630	429516600
72541	259006500
209100	90092820
416150	16727390
693646	238387
6630	429295400
72541	258772200
209100	89950800
416150	16739760
693646	358234
6630	428526300
72541	258958400
209100	90034730
416150	16708760
693646	208479
6630	428479200
72541	259624100
209100	89928370
416150	16853380
693646	252547
6630	428223600
72541	258482200
209100	90233540
416150	16827090
693646	200829
6630	428276400
72541	259364200
209100	90035740
416150	16736170
693646	276625
6630	428730400
72541	259677900
209100	90321180
416150	16839790
693646	148079
6630	429298500
72541	258750000
209100	90156530
416150	16793170
693646	137959
6630	428683100
72541	258844200
209100	89860520
416150	16712070
693646	157539
6630	428946100
72541	258658700
209100	90341770
416150	16770610
693646	149924
6630	429134300
72541	258596700
209100	90164160
416150	16889100
693646	142039
6630	428882300
72541	259207600
209100	90194260
416150	16685290
693646	194754
6630	428957900
72541	258655900
209100	90302750
416150	16664300
693646	178558
6630	428224900
72541	258435100
209100	89911900
416150	16694560
693646	155892
6630	428495800
72541	258832300
209100	90238220
416150	16627140
693646	56433
6630	429302600
72541	258555100
209100	90235650
416150	16807060
693646	169090
6630	429061500
72541	258581700
209100	90172650
416150	16565900
693646	102142
6630	428783700
72541	259177900
209100	90335900
416150	16547690
693646	173789
6630	430234200
72541	257527700
209100	90192240
416150	16713580
693646	104668
6630	427825900
72541	259067500
209100	90037050
416150	16779360
693646	102072
6630	427189600
72541	258644100
209100	90324980
416150	16682700
693646	148827
6630	430127600
72541	258982900
209100	90231450
416150	16606660
693646	54492
6630	427338100
72541	259171000
209100	90154540
416150	16740610
693646	93020
6630	428365700
72541	258139700
209100	90082720
416150	16595950
693646	156641
6630	429119900
72541	259148900
209100	90199560
416150	16751080
693646	29068
6630	428606700
72541	257574100
209100	90018030
416150	16538190
693646	25384
6630	430000600
72541	258263200
209100	90129510
416150	16712860
693646	75295
6630	427656800
72541	258263600
209100	89761340
416150	16512450
693646	31007
6630	426349200
72541	256783400
209100	89723920
416150	16557720
693646	29012
6630	425161100
72541	256317500
209100	89380800
416150	16431990
693646	44202
6630	423524700
72541	254720000
209100	88962050
416150	16292260
693646	27409
6630	420686100
72541	254105100
209100	88247870
416150	16205000
693646	18414
6630	418780300
72541	252773700
209100	88049750
416150	15956710
693646	94738
6630	415882300
72541	251850400
209100	87388420
416150	16097410
693646	5424
6630	414088400
72541	250141900
209100	87229430
416150	16108420
693646	41002
6630	414020200
72541	251053400
209100	86856310
416150	16060390
693646	73671
6630	412140100
72541	249412300
209100	86257480
416150	16001570
693646	135497
6630	411073100
72541	248363700
209100	86173140
416150	16040280
693646	159543
6630	408902900
72541	245172100
209100	85703460
416150	15938000
693646	119441
6630	407526300
72541	246806700
209100	85654380
416150	15875410
693646	83331
6630	407175300
72541	246083700
209100	84917060
416150	15757100
693646	255555
6630	406397800
72541	243951100
209100	85085980
416150	15785680
693646	152111
6630	405911900
72541	245123700
209100	85188480
416150	15874770
693646	413689
6630	404680700
72541	243704900
209100	84529870
416150	15558050
693646	315799
6630	405177500
72541	244252300
209100	84435320
416150	15754750
693646	383137
6630	401904100
72541	243468000
209100	84138180
416150	15683250
693646	297770
6630	401596700
72541	242105300
209100	83994930
416150	15623320
693646	471437
6630	403277700
72541	242450800
209100	83815820
416150	15566540
693646	432402
6630	401746300
72541	241968800
209100	83338180
416150	15597420
693646	352285
6630	401601600
72541	241426000
209100	83222750
416150	15432320
693646	458328
6630	401282100
72541	241375900
209100	83001340
416150	15417860
693646	396542
6630	400525300
72541	240450700
209100	82245780
416150	15305780
693646	439913
6630	400796400
72541	239587200
209100	82339280
416150	15167910
693646	355664
6630	399662400
72541	239352600
209100	82317730
416150	15142860
693646	376074
6630	399355800
72541	238699600
209100	81839280
416150	14968240
693646	362941
6630	397626200
72541	238201100
209100	81792410
416150	14987430
693646	404226
6630	398622500
72541	238080600
209100	81411550
416150	14997820
693646	399292
6630	398112300
72541	238135800
209100	81336740
416150	14889660
693646	507861
6630	397649500
72541	237241100
209100	81323750
416150	14906980
693646	612387
6630	399340700
72541	237436200
209100	81079650
416150	15088940
693646	778877
6630	401365700
72541	239892400
209100	81904660
416150	15385000
693646	953301
6630	406068200
72541	242273000
209100	82567150
416150	15607500
693646	1120860
6630	409315800
72541	244408100
209100	83805900
416150	15899860
693646	1039404
6630	414380200
72541	247236300
209100	84012510
416150	15995430
693646	1115017
6630	417818700
72541	250842300
209100	85353930
416150	16169350
693646	1170438
6630	422645700
72541	251801000
209100	85760560
416150	16180790
693646	1237729
6630	426163400
72541	253176600
209100	86223130
416150	16378580
693646	1242712
6630	429330000
72541	254198800
209100	86593020
416150	16446670
693646	1256462
6630	431680600
72541	257564300
209100	87287620
416150	16656340
693646	1348506
6630	434429300
72541	258557800
209100	87897400
416150	16659200
693646	1253956
6630	436559800
72541	259597400
209100	88084530
416150	16693530
693646	1259731
6630	437587700
72541	259947500
209100	88114180
416150	16798720
693646	1294538
6630	438194400
72541	260192300
209100	88062110
416150	16773740
693646	1343802
6630	438420400
72541	260400800
209100	88255790
416150	16733800
693646	1282051
6630	438973200
72541	260552600
209100	88368490
416150	16632440
693646	1244494
6630	439666000
72541	261241600
209100	88609380
416150	16743710
693646	1301663
6630	440981400
72541	261550900
209100	88942660
416150	16743850
693646	1186763
6630	441172300
72541	262042400
209100	88779970
416150	16737330
693646	1243614
6630	441315100
72541	261943200
209100	89014860
416150	16829080
693646	1194244
6630	441550800
72541	262330000
209100	89017720
416150	16811220
693646	1072064
6630	441667100
72541	262535500
209100	89099090
416150	16758090
693646	1221442
6630	441754200
72541	262490800
209100	89015120
416150	16753260
693646	1071918
6630	441074000
72541	262302300
209100	89103860
416150	16788720
693646	1234256
6630	441236600
72541	261861200
209100	89020470
416150	16795450
693646	1081398
6630	440655300
72541	262237600
209100	89027050
416150	16799740
693646	1154939
6630	440045400
72541	261999200
209100	88962310
416150	16749470
693646	1113722
6630	440326600
72541	262200800
209100	89059900
416150	16729980
693646	1045692
6630	440540200
72541	262543000
209100	89353120
416150	16847650
693646	1137083
6630	441238800
72541	262457500
209100	89412140
416150	16807540
693646	1190284
6630	441274900
72541	262902800
209100	89463730
416150	16835150
693646	1098044
6630	441298400
72541	262738300
209100	89471510
416150	16843490
693646	1070276
6630	440435400
72541	262688200
209100	89315350
416150	16895900
693646	1068608
6630	439794100
72541	262233100
209100	89312860
416150	16777360
693646	982109
6630	439429700
72541	262135400
209100	89425660
416150	16850950
693646	1010860
6630	438789500
72541	262043600
209100	89538980
416150	16928800
693646	1056564
6630	440673900
72541	262435400
209100	89339650
416150	16804540
693646	970355
6630	440191300
72541	262641600
209100	89592900
416150	16905490
693646	955336
6630	439186700
72541	262487700
209100	89661310
416150	16901790
693646	943843
6630	438226800
72541	262013700
209100	89455640
416150	16713520
693646	907238
6630	438449100
72541	262144300
209100	89182740
416150	16809590
693646	914529
6630	439493700
72541	261398200
209100	89379750
416150	16845500
693646	883034
6630	438119100
72541	261902800
209100	89248460
416150	16838480
693646	800152
6630	438913200
72541	262145000
209100	89594960
416150	16707350
693646	738149
6630	437484200
72541	261715300
209100	89591460
416150	16764860
693646	741192
6630	438704000
72541	261142200
209100	89472380
416150	16638420
693646	654610
6630	437553500
72541	261846900
209100	89433370
416150	16607530
693646	705432
6630	437265300
72541	261196400
209100	89380300
416150	16660570
693646	662729
6630	436897900
72541	261091800
209100	89265020
416150	16429850
693646	581508
6630	437128600
72541	261312700
209100	89583410
416150	16556810
693646	565197
6630	437376200
72541	261285200
209100	89861200
416150	16534240
693646	610949
6630	437458500
72541	262021700
209100	89806680
416150	16547660
693646	499348
6630	437689700
72541	261670800
209100	89620920
416150	16491070
693646	539146
6630	436704800
72541	261176100
209100	89568060
416150	16525940
693646	621332
6630	436950800
72541	261427600
209100	89589220
416150	16485460
693646	492393
6630	435673200
72541	260874700
209100	89485200
416150	16421200
693646	460019
6630	436233600
72541	260454900
209100	89720090
416150	16603380
693646	442924
6630	435780600
72541	261225800
209100	89606670
416150	16540950
693646	468680
6630	436079300
72541	261345900
209100	89549820
416150	16481960
693646	283550
6630	435387400
72541	260733200
209100	89820590
416150	16546470
693646	451341
6630	436420800
72541	261175600
209100	89879300
416150	16504690
693646	566169
6630	436831200
72541	260451100
209100	89689990
416150	16477790
693646	412025
6630	436896200
72541	261571500
209100	89959680
416150	16722590
693646	464290
6630	435368800
72541	260858900
209100	89803700
416150	16567150
693646	468536
6630	434229800
72541	260480200
209100	89824590
416150	16679490
693646	372931
6630	435055900
72541	261189000
209100	89757310
416150	16724620
693646	449437
6630	435245500
72541	260962800
209100	89969500
416150	16740230
693646	378915
6630	435535200
72541	261003000
209100	90100220
416150	16806620
693646	401028
6630	434780100
72541	261690400
209100	89987260
416150	16812240
693646	470042
6630	436053300
72541	261465800
209100	90481060
416150	16905110
693646	524684
6630	434750100
72541	261272100
209100	90344620
416150	16965770
693646	448085
6630	433177400
72541	262010900
209100	90587580
416150	16835400
693646	374991
6630	435271600
72541	261620300
209100	90349090
416150	16922870
693646	488932
6630	433727200
72541	260661400
209100	90421050
416150	16873130
693646	549394
6630	433798100
72541	260699200
209100	90616550
416150	17008820
693646	511632
6630	433546200
72541	260832800
209100	90589430
416150	16976450
693646	437267
6630	433679300
72541	260166500
209100	90382210
416150	16827860
693646	421909
6630	431655500
72541	260717300
209100	90613360
416150	16980600
693646	477889
6630	432489900
72541	260408200
209100	89904160
416150	16971260
693646	340329
6630	432914400
72541	260576400
209100	90281680
416150	16876170
693646	499692
6630	430053900
72541	261138900
209100	90399610
416150	16859150
693646	453129
6630	431724700
72541	260629100
209100	90532100
416150	17019380
693646	414821
6630	432755800
72541	260964300
209100	90274860
416150	16952480
693646	414868
6630	432329300
72541	260311600
209100	90363560
416150	16905070
693646	390183
6630	431232400
72541	260878900
209100	90661900
416150	16965250
693646	426896
6630	432099700
72541	259484600
209100	90049530
416150	16913750
693646	453431
6630	431866000
72541	259240500
209100	90205420
416150	16939570
693646	394784
6630	431755200
72541	258091800
209100	90092400
416150	16954190
693646	385942
6630	431550500
72541	259507000
209100	90258060
416150	16918540
693646	300526
6630	429201100
72541	260555700
209100	90166350
416150	17019850
693646	303862
6630	429529900
72541	260119200
209100	90647920
416150	16858990
693646	385720
6630	431472900
72541	259164200
209100	90404940
416150	16985220
693646	352283
6630	429806900
72541	259257200
209100	89763120
416150	16857670
693646	231469
6630	431284900
72541	259808500
209100	90618370
416150	16867430
693646	341272
6630	429661200
72541	259298400
209100	90225950
416150	16915090
693646	327511
6630	429998000
72541	259189100
209100	90597280
416150	16880590
693646	383368
6630	430108400
72541	259868000
209100	90127020
416150	16791180
693646	292381
6630	430374100
72541	259902800
209100	90216060
416150	16798140
693646	364498
6630	430672900
72541	259161200
209100	90107570
416150	16900920
693646	334309
6630	430074200
72541	259863700
209100	90200580
416150	16699020
693646	380990
6630	429283900
72541	259381400
209100	90111250
416150	16935610
693646	419010
6630	432649500
72541	258892700
209100	90262660
416150	16927530
693646	321834
6630	428792800
72541	260117900
209100	89989000
416150	16796040
693646	319313
6630	430888400
72541	258838500
209100	90187380
416150	16860640
693646	311471
6630	428608800
72541	259408100
209100	89915240
416150	16679340
693646	325179
6630	429766100
72541	258667600
209100	90276340
416150	16845360
693646	232856
6630	429203000
72541	258755300
209100	90225100
416150	16709140
693646	173222
6630	427865500
72541	258403100
209100	90254200
416150	16774560
693646	283564
6630	428751600
72541	258060700
209100	90154660
416150	16803840
693646	319816
6630	428823200
72541	258057500
209100	89942430
416150	16732250
693646	237381
6630	429574500
72541	258158200
209100	90108270
416150	16700810
693646	216874
6630	429881700
72541	257792800
209100	89863260
416150	16772220
693646	233116
6630	428212100
72541	258364800
209100	89985140
416150	16812550
693646	244077
6630	427466000
72541	258496100
209100	90055330
416150	16780720
693646	264589
6630	428289100
72541	258069200
209100	89582690
416150	16757260
693646	199169
6630	428244100
72541	256748600
209100	90049260
416150	16541640
693646	87599
6630	427123100
72541	257906300
209100	89733960
416150	16825150
693646	263607
6630	428248600
72541	258581400
209100	89276160
416150	16666790
693646	179201
6630	427849700
72541	258130700
209100	90034120
416150	16707000
693646	172043
6630	426187600
72541	257854500
209100	89688990
416150	16654600
693646	288428
6630	425278100
72541	257138800
209100	89835040
416150	16637610
693646	234791
6630	426672600
72541	258232200
209100	90093180
416150	16805470
693646	224823
6630	426989100
72541	257337700
209100	90186020
416150	16581440
693646	318608
6630	426242900
72541	257909100
209100	89944530
416150	16777030
693646	272155
6630	425531000
72541	257752200
209100	89757810
416150	16716010
693646	265191
6630	428258900
72541	257397100
209100	89819460
416150	16720080
693646	271292
6630	427878500
72541	258409100
209100	89787740
416150	16710680
693646	81088
6630	425817500
72541	257785000
209100	89659060
416150	16677160
693646	254048
6630	428110200
72541	257547800
209100	89512020
416150	16665200
693646	214007
6630	427009100
72541	257255800
209100	89584700
416150	16709730
693646	316754
6630	427276400
72541	257637900
209100	89816880
416150	16732260
693646	255746
6630	426779100
72541	257772800
209100	89487900
416150	16682930
693646	281306
6630	427384800
72541	258152300
209100	89904120
416150	16619590
693646	241300
6630	427446300
72541	256851900
209100	89460210
416150	16812760
693646	364030
6630	427228800
72541	257146000
209100	89794690
416150	16660960
693646	177143
6630	426081100
72541	257469800
209100	89740770
416150	16739230
693646	257928
6630	427776500
72541	257520600
209100	89313280
416150	16491370
693646	366759
6630	426100500
72541	258112500
209100	89910400
416150	16619600
693646	204355
6630	427201800
72541	257725700
209100	89901420
416150	16795240
693646	425191
6630	426418900
72541	259306500
209100	89825950
416150	16795040
693646	261071
6630	426848200
72541	257259100
209100	89832970
416150	16857100
693646	218832
6630	426756600
72541	258152600
209100	89859320
416150	16819000
693646	259007
6630	426651200
72541	257858700
209100	89452820
416150	16803210
693646	327576
6630	426474700
72541	257767700
209100	89812390
416150	16822040
693646	351956
6630	427735200
72541	258523600
209100	89970700
416150	16826050
693646	344382
6630	428003600
72541	257438400
209100	90249590
416150	16719590
693646	282027
6630	426858900
72541	258119700
209100	89741840
416150	16697260
693646	296528
6630	427191800
72541	258132400
209100	90033500
416150	16806680
693646	254780
6630	427475000
72541	257842800
209100	89639730
416150	16684110
693646	414505
6630	427392600
72541	258681300
209100	89948780
416150	16817760
693646	297866
6630	427800500
72541	258503700
209100	89641730
416150	16847320
693646	265469
6630	427571000
72541	258337400
209100	89724340
416150	16783840
693646	279364
6630	428557300
72541	258803000
209100	89740720
416150	16903350
693646	400222
6630	426762500
72541	257683300
209100	90008370
416150	16928970
693646	418654
6630	429178400
72541	258532200
209100	90154310
416150	16909590
693646	334279
6630	427393900
72541	258680400
209100	89895490
416150	16986980
693646	241069
6630	428311900
72541	258796300
209100	90198260
416150	16904520
693646	361635
6630	427290200
72541	257822100
209100	89874650
416150	16865410
693646	292311
